,Visible,Subjective,Action,Story,Meta,Irrelevant,Other,When,Where,How,Comment
1621,1,0,0,0,0,0,0,0,0,0,nan
1622,1,0,0,0,0,0,0,0,0,0,nan
1623,1,0,0,0,0,0,0,0,0,0,nan
1624,1,0,0,0,0,0,0,0,0,0,nan
1625,1,0,0,0,0,0,0,0,0,0,nan
1626,0,0,0,0,0,0,1,0,0,0,text
1627,1,0,0,1,0,0,0,0,0,0,nan
1628,1,0,0,0,0,0,0,0,0,0,nan
1629,1,0,0,0,0,0,0,0,0,0,nan
1630,1,0,0,0,0,0,0,0,0,0,nan
1631,1,0,0,0,0,0,0,0,0,0,nan
1632,0,0,0,1,0,0,1,0,0,0,text?
1633,1,0,0,0,0,0,0,0,0,0,nan
1634,1,1,0,0,0,0,0,0,0,0,nan
1635,1,0,0,0,0,0,0,0,0,0,nan
1636,0,1,0,1,0,0,0,0,0,0,nan
1637,1,0,0,0,1,0,0,0,0,0,nan
1638,1,0,0,0,0,0,0,0,0,0,nan
1639,1,0,0,0,1,0,0,0,0,0,nan
1640,1,0,0,0,1,0,0,0,0,0,nan
1641,1,0,0,0,0,0,0,0,0,0,nan
1642,1,0,0,0,0,0,0,0,0,0,nan
1643,1,0,0,0,0,0,0,0,0,0,nan
1644,1,0,0,1,0,0,0,0,0,0,nan
1645,1,0,1,0,1,0,0,0,0,0,nan
1646,1,0,0,0,0,0,0,0,0,0,nan
1647,1,0,0,1,0,0,0,0,0,0,nan
1648,1,0,0,0,0,0,0,0,0,0,nan
1649,0,0,0,1,0,0,1,0,0,0,text?
1650,0,0,0,1,0,0,0,0,0,0,nan
1651,1,0,0,1,1,0,0,0,0,0,nan
1652,1,0,0,0,0,0,0,0,0,0,nan
1653,0,1,0,1,0,0,0,0,0,0,nan
1654,1,0,0,0,1,0,0,0,0,0,nan
1655,1,0,0,0,0,0,0,0,0,0,nan
1656,0,0,0,0,0,1,0,0,0,0,nan
1657,1,0,0,0,1,0,0,0,0,0,nan
1658,0,0,1,1,0,0,0,0,0,0,nan
1659,1,0,0,0,0,0,0,0,0,0,nan
1660,0,0,0,1,0,0,0,0,0,0,nan
1661,0,0,0,0,0,1,0,0,0,0,nan
1662,1,0,0,0,0,0,0,0,0,0,nan
1663,1,0,0,0,0,0,0,0,0,0,nan
1664,1,0,0,1,0,0,0,0,0,0,nan
1665,1,0,0,0,0,0,0,0,0,0,nan
1666,0,0,0,1,0,0,0,0,0,0,nan
1667,0,0,0,1,1,0,0,0,0,0,nan
1668,1,0,0,0,0,0,0,0,0,0,nan
1669,0,0,0,0,0,1,0,0,0,0,nan
1670,1,0,0,0,0,0,0,0,0,0,nan
1671,1,0,0,0,1,0,0,0,0,0,nan
1672,1,0,0,1,1,0,0,0,0,0,nan
1673,1,0,0,0,0,0,0,0,0,0,nan
1674,1,0,1,0,1,0,0,0,0,0,nan
1675,1,0,0,0,0,0,0,0,0,0,nan
1676,1,0,0,0,0,0,0,0,0,0,nan
1677,1,1,0,0,0,0,0,0,0,0,nan
1678,1,0,0,0,0,0,0,0,0,0,nan
1679,1,0,0,0,0,0,0,0,0,0,nan
1680,1,0,1,1,0,0,0,0,0,0,nan
1681,1,0,0,0,1,0,0,0,0,0,nan
1682,0,0,0,1,0,0,0,0,0,0,nan
1683,1,0,0,0,0,0,0,0,0,0,nan
1684,1,0,1,1,0,0,0,0,0,0,nan
1685,1,0,0,0,0,0,0,0,0,0,nan
1686,1,0,0,0,0,0,0,0,0,0,nan
1687,0,0,0,1,0,0,0,0,0,0,nan
1688,1,0,0,0,0,0,0,0,0,0,nan
1689,1,0,0,0,0,0,0,0,0,0,nan
1690,1,0,0,0,0,0,0,0,0,0,nan
1691,0,1,0,1,0,0,0,0,0,0,nan
1692,1,0,0,1,1,0,0,0,0,0,nan
1693,1,0,0,0,0,0,0,0,0,0,nan
1694,1,0,0,0,0,0,0,0,0,0,nan
1695,0,0,0,1,0,0,0,0,0,0,nan
1696,1,0,0,0,0,0,0,0,0,0,nan
1697,0,0,0,1,0,0,0,0,0,0,nan
1698,1,0,0,0,0,0,0,0,0,0,nan
1699,1,0,0,1,0,0,0,0,0,0,nan
1700,1,0,0,0,0,0,0,0,0,0,nan
1701,1,0,0,0,0,0,0,0,0,0,nan
1702,1,0,0,1,1,0,0,0,0,0,nan
1703,1,0,0,0,0,0,0,0,0,0,nan
1704,1,0,0,0,0,0,0,0,0,0,nan
1705,1,0,0,0,0,0,0,0,0,0,nan
1706,0,0,0,1,0,0,0,0,0,0,nan
1707,1,1,0,0,0,0,0,0,0,0,nan
1708,1,1,0,0,1,0,0,0,0,0,nan
1709,1,0,0,0,0,0,0,0,0,0,nan
1710,1,0,0,0,0,0,0,0,0,0,nan
1711,0,1,0,1,0,0,0,0,0,0,nan
1712,1,0,0,0,0,0,0,0,0,0,nan
1713,1,0,0,0,0,0,0,0,0,0,nan
1714,1,0,0,0,0,0,0,0,0,0,nan
1715,1,0,0,0,0,0,0,0,0,0,nan
1716,1,0,0,0,1,0,0,0,0,0,nan
1717,0,0,0,0,0,0,1,0,0,0,text
1718,1,0,0,0,0,0,0,0,0,0,nan
1719,1,0,0,0,0,0,0,0,0,0,nan
1720,0,0,0,1,0,0,0,0,0,0,nan
1721,1,0,0,0,0,0,0,0,0,0,nan
1722,1,0,0,0,0,0,0,0,0,0,nan
1723,0,0,0,1,0,0,0,0,0,0,nan
1724,0,0,0,1,0,0,0,0,0,0,nan
1725,1,0,1,0,1,0,0,0,0,0,nan
1726,1,0,0,0,0,0,0,0,0,0,nan
1727,1,0,0,0,0,0,0,0,0,0,nan
1728,0,0,0,0,0,1,0,0,0,0,nan
1729,1,0,0,0,0,0,0,0,0,0,nan
1730,0,0,0,0,0,1,0,0,0,0,nan
1731,1,0,0,0,0,0,0,0,0,0,nan
1732,1,1,0,0,0,0,0,0,0,0,nan
1733,0,0,1,0,1,0,0,0,0,0,nan
1734,0,0,1,0,0,0,0,0,0,0,nan
1735,1,0,0,0,0,0,0,0,0,0,nan
1736,0,0,0,1,0,0,0,0,0,0,nan
1737,1,0,0,0,0,0,0,0,0,0,nan
1738,1,0,0,0,1,0,0,0,0,0,nan
1739,0,0,0,1,1,0,0,0,0,0,nan
1740,1,0,0,0,0,0,0,0,0,0,nan
1741,0,1,0,1,0,0,0,0,0,0,nan
1742,1,0,0,0,0,0,0,0,0,0,nan
1743,1,0,0,0,0,0,0,0,0,0,nan
1744,1,0,0,0,0,0,0,0,0,0,nan
1745,1,0,0,0,0,0,0,0,0,0,nan
1746,1,0,0,0,0,0,0,0,0,0,nan
1747,1,0,0,0,0,0,0,0,0,0,nan
1748,1,1,0,0,0,0,0,0,0,0,nan
1749,1,0,0,1,0,0,0,0,0,0,nan
1750,0,0,0,0,0,0,1,0,0,0,text
1751,0,0,0,0,0,1,0,0,0,0,nan
1752,1,0,0,0,0,0,0,0,0,0,nan
1753,1,0,0,0,0,0,0,0,0,0,nan
1754,1,0,0,0,0,0,0,0,0,0,nan
1755,0,0,0,0,0,1,0,0,0,0,nan
1756,1,0,0,0,0,0,0,0,0,0,nan
1757,1,0,0,0,0,0,0,0,0,0,nan
1758,0,0,0,1,0,0,0,0,0,0,nan
1759,1,0,1,0,0,0,0,0,0,0,nan
1760,1,0,0,0,0,0,0,0,0,0,nan
1761,0,0,0,1,0,0,0,0,0,0,nan
1762,1,0,0,0,0,0,0,0,0,0,nan
1763,0,1,0,1,0,0,0,0,0,0,nan
1764,1,0,0,0,0,0,0,0,0,0,nan
1765,1,0,0,0,0,0,0,0,0,0,nan
1766,0,0,0,0,0,1,0,0,0,0,nan
1767,1,0,0,0,0,0,0,0,0,0,nan
1768,1,0,0,0,0,0,0,0,0,0,nan
1769,1,0,0,0,0,0,0,0,0,0,nan
1770,1,0,0,0,0,0,0,0,0,0,nan
1771,1,0,0,0,0,0,0,0,0,0,nan
1772,1,0,0,0,1,0,0,0,0,0,nan
1773,1,0,0,0,0,0,0,0,0,0,nan
1774,1,0,0,0,0,0,0,0,0,0,nan
1775,1,0,0,0,0,0,0,0,0,0,nan
1776,1,0,0,0,0,0,0,0,0,0,nan
1777,1,0,1,0,1,0,0,0,0,0,nan
1778,1,0,0,0,0,0,0,0,0,0,nan
1779,1,0,0,0,0,0,0,0,0,0,nan
1780,0,0,0,1,0,0,0,0,0,0,nan
1781,1,0,0,0,0,0,0,0,0,0,nan
1782,0,0,0,1,1,0,0,0,0,0,nan
1783,0,0,1,1,0,0,0,0,0,0,nan
1784,0,0,0,1,0,0,0,0,0,0,nan
1785,1,0,0,0,0,0,0,0,0,0,nan
1786,1,0,0,0,0,0,0,0,0,0,nan
1787,1,0,0,0,0,0,0,0,0,0,nan
1788,1,0,0,0,0,0,0,0,0,0,nan
1789,1,0,1,0,1,0,0,0,0,0,nan
1790,0,0,0,1,0,0,0,0,0,0,nan
1791,1,0,1,0,1,0,0,0,0,0,nan
1792,1,0,0,0,1,0,0,0,0,0,nan
1793,1,0,0,0,0,0,0,0,0,0,nan
1794,0,0,1,0,1,0,0,0,0,0,nan
1795,1,0,0,0,0,0,0,0,0,0,nan
1796,1,0,0,0,0,0,0,0,0,0,nan
1797,1,0,0,0,0,0,0,0,0,0,nan
1798,1,0,0,1,0,0,0,0,0,0,nan
1799,0,0,0,1,0,0,0,0,0,0,nan
1800,1,0,0,0,0,0,0,0,0,0,nan
1801,1,0,0,0,0,0,0,0,0,0,nan
1802,1,0,0,0,0,0,0,0,0,0,nan
1803,0,0,0,1,0,0,0,0,0,0,nan
1804,1,0,0,0,0,0,0,0,0,0,nan
1805,1,0,0,1,0,0,0,0,0,0,nan
1806,1,0,0,1,0,0,0,0,0,0,nan
1807,0,0,0,1,0,0,0,0,0,0,nan
1808,1,0,0,0,1,0,0,0,0,0,nan
1809,0,0,0,0,0,0,1,0,0,0,text
1810,1,0,0,0,0,0,0,0,0,0,nan
1811,1,0,0,0,0,0,0,0,0,0,nan
1812,1,0,0,0,0,0,0,0,0,0,nan
1813,0,0,0,0,0,1,0,0,0,0,nan
1814,1,0,0,0,0,0,0,0,0,0,nan
1815,1,0,0,0,0,0,0,0,0,0,nan
1816,1,0,0,0,0,0,0,0,0,0,nan
1817,1,0,0,1,0,0,0,0,0,0,nan
1818,0,0,0,1,0,0,0,0,0,0,nan
1819,1,0,0,0,1,0,0,0,0,0,nan
1820,1,0,0,0,0,0,0,0,0,0,nan
1821,1,0,0,0,0,0,0,0,0,0,nan
1822,0,0,0,1,0,0,0,0,0,0,nan
1823,1,0,0,0,0,0,0,0,0,0,nan
1824,1,0,0,1,0,0,0,0,0,0,nan
1825,1,0,0,0,0,0,0,0,0,0,nan
1826,0,0,0,0,0,1,0,0,0,0,nan
1827,1,0,0,0,0,0,0,0,0,0,nan
1828,1,0,1,1,0,0,0,0,0,0,nan
1829,1,0,0,0,0,0,0,0,0,0,nan
1830,0,0,0,1,0,0,0,0,0,0,nan
1831,1,0,0,0,0,0,0,0,0,0,nan
1832,1,0,1,0,0,0,0,0,0,0,nan
1833,1,0,0,1,0,0,0,0,0,0,nan
1834,1,0,0,0,0,0,0,0,0,0,nan
1835,1,1,1,0,0,0,0,0,0,0,nan
1836,1,0,1,0,0,0,0,0,0,0,nan
1837,1,0,0,0,0,0,0,0,0,0,nan
1838,0,0,0,1,0,0,0,0,0,0,nan
1839,1,0,0,1,0,0,0,0,0,0,nan
1840,1,0,0,0,0,0,0,0,0,0,nan
1841,1,0,0,0,0,0,0,0,0,0,nan
1842,1,0,0,0,0,0,0,0,0,0,nan
1843,1,0,0,0,0,0,0,0,0,0,nan
1844,1,0,0,0,0,0,0,0,0,0,nan
1845,1,0,0,0,1,0,0,0,0,0,nan
1846,1,0,0,0,0,0,0,0,0,0,nan
1847,1,0,0,0,0,0,0,0,0,0,nan
1848,1,0,0,0,0,0,0,0,0,0,nan
1849,1,0,0,0,0,0,0,0,0,0,nan
1850,0,0,0,1,0,0,0,0,0,0,nan
1851,1,0,0,0,0,0,0,0,0,0,nan
1852,1,0,0,0,1,0,0,0,0,0,nan
1853,0,0,0,1,0,0,0,0,0,0,nan
1854,1,0,0,0,0,0,0,0,0,0,nan
1855,0,0,0,1,0,0,0,0,0,0,nan
1856,1,0,0,1,0,0,0,0,0,0,nan
1857,1,0,1,0,0,0,0,0,0,0,nan
1858,1,0,0,0,1,0,0,0,0,0,nan
1859,0,0,0,1,0,0,0,0,0,0,nan
1860,1,0,0,0,0,0,0,0,0,0,nan
1861,1,0,0,0,0,0,0,0,0,0,nan
1862,1,0,0,0,0,0,0,0,0,0,nan
1863,1,0,0,0,0,0,0,0,0,0,nan
1864,1,0,0,0,0,0,0,0,0,0,nan
1865,1,0,0,1,0,0,0,0,0,0,nan
1866,1,0,0,0,0,0,0,0,0,0,nan
1867,0,0,0,0,0,0,1,0,0,0,text
1868,0,0,0,1,0,0,0,0,0,0,nan
1869,0,0,0,1,0,0,0,0,0,0,nan
1870,0,0,0,1,0,0,0,0,0,0,nan
1871,1,0,0,0,0,0,0,0,0,0,nan
1872,1,0,0,0,1,0,0,0,0,0,nan
1873,0,0,0,1,0,0,0,0,0,0,nan
1874,0,0,0,0,0,0,1,0,0,0,text
1875,0,0,0,1,0,0,0,0,0,0,nan
1876,1,0,1,0,0,0,0,0,0,0,nan
1877,1,0,0,0,0,0,0,0,0,0,nan
1878,1,0,0,1,1,0,0,0,0,0,nan
1879,1,0,0,0,0,0,0,0,0,0,nan
1880,1,0,0,0,0,0,0,0,0,0,nan
1881,0,0,0,1,1,0,0,0,0,0,nan
1882,1,0,0,1,0,0,0,0,0,0,nan
1883,1,0,0,0,0,0,0,0,0,0,nan
1884,1,0,0,0,0,0,0,0,0,0,nan
1885,1,0,0,0,0,0,0,0,0,0,nan
1886,1,0,0,0,0,0,0,0,0,0,nan
1887,1,0,0,0,0,0,0,0,0,0,nan
1888,1,0,0,0,0,0,0,0,0,0,nan
1889,0,0,0,0,0,0,1,0,0,0,text
1890,1,0,0,0,0,0,0,0,0,0,nan
1891,0,0,0,1,0,0,0,0,0,0,nan
1892,1,0,0,0,1,0,0,0,0,0,nan
1893,1,0,0,0,0,0,0,0,0,0,nan
1894,1,0,0,0,0,0,0,0,0,0,nan
1895,0,0,0,0,0,0,1,0,0,0,text
1896,1,0,0,0,0,0,0,0,0,0,nan
1897,1,0,0,0,1,0,0,0,0,0,nan
1898,0,0,0,1,0,0,0,0,0,0,nan
1899,0,0,0,1,0,0,0,0,0,0,nan
1900,0,0,0,1,0,0,0,0,0,0,nan
1901,1,0,0,0,0,0,0,0,0,0,nan
1902,0,0,0,1,1,0,0,0,0,0,nan
1903,0,0,0,1,1,0,0,0,0,0,nan
1904,1,0,0,0,0,0,0,0,0,0,nan
1905,1,0,0,0,0,0,0,0,0,0,nan
1906,1,0,0,0,1,0,0,0,0,0,nan
1907,1,0,0,0,0,0,0,0,0,0,nan
1908,0,0,0,1,0,0,0,0,0,0,nan
1909,0,0,0,1,0,0,0,0,0,0,nan
1910,0,0,0,1,0,0,0,0,0,0,nan
1911,1,0,0,0,0,0,0,0,0,0,nan
1912,1,0,0,0,0,0,0,0,0,0,nan
1913,1,0,0,0,0,0,0,0,0,0,nan
1914,1,0,0,0,0,0,0,0,0,0,nan
1915,1,0,0,0,0,0,0,0,0,0,nan
1916,1,0,0,0,0,0,0,0,0,0,nan
1917,1,0,0,0,1,0,0,0,0,0,nan
1918,0,1,0,0,0,0,0,0,0,0,nan
1919,1,0,0,0,0,0,0,0,0,0,nan
1920,0,0,0,0,0,1,0,0,0,0,nan
1921,1,0,0,0,0,0,0,0,0,0,nan
1922,1,0,0,0,1,0,0,0,0,0,nan
1923,1,0,0,0,0,0,0,0,0,0,nan
1924,1,0,0,0,0,0,0,0,0,0,nan
1925,1,0,0,0,0,0,0,0,0,0,nan
1926,0,0,0,1,0,0,0,0,0,0,nan
1927,0,0,0,1,0,0,0,0,0,0,nan
1928,1,0,0,0,0,0,0,0,0,0,nan
1929,0,0,0,1,1,0,0,0,0,0,nan
1930,1,1,0,0,1,0,0,0,0,0,nan
1931,1,0,0,0,0,0,0,0,0,0,nan
1932,1,0,0,0,0,0,0,0,0,0,nan
1933,0,1,0,0,0,0,0,0,0,0,nan
1934,1,0,0,0,0,0,0,0,0,0,nan
1935,1,0,0,1,0,0,0,0,0,0,nan
1936,1,0,0,0,0,0,0,0,0,0,nan
1937,1,0,0,0,0,0,0,0,0,0,nan
1938,1,0,0,0,0,0,0,0,0,0,nan
1939,1,0,0,0,0,0,0,0,0,0,nan
1940,1,0,0,0,0,0,0,0,0,0,nan
1941,0,0,0,1,1,0,0,0,0,0,nan
1942,1,0,0,0,0,0,0,0,0,0,nan
1943,1,0,0,0,0,0,0,0,0,0,nan
1944,0,0,0,1,0,0,0,0,0,0,nan
1945,1,0,0,0,0,0,0,0,0,0,nan
1946,1,1,0,0,0,0,0,0,0,0,nan
1947,1,0,0,0,0,0,0,0,0,0,nan
1948,1,0,0,0,0,0,0,0,0,0,nan
1949,0,0,0,1,1,0,1,0,0,0,text
1950,0,0,0,1,0,0,0,0,0,0,nan
1951,1,0,0,0,0,0,0,0,0,0,nan
1952,1,0,0,0,0,0,0,0,0,0,nan
1953,1,0,0,0,0,0,0,0,0,0,nan
1954,1,0,0,0,0,0,0,0,0,0,nan
1955,1,0,0,0,0,0,0,0,0,0,nan
1956,1,0,0,0,0,0,0,0,0,0,nan
1957,0,0,0,0,0,1,0,0,0,0,nan
1958,1,0,0,0,1,0,0,0,0,0,nan
1959,1,0,0,0,0,0,0,0,0,0,nan
1960,0,0,0,1,0,0,0,0,0,0,nan
1961,1,0,0,0,0,0,0,0,0,0,nan
1962,1,0,0,0,0,0,0,0,0,0,nan
1963,1,0,0,0,0,0,0,0,0,0,nan
1964,1,0,0,0,0,0,0,0,0,0,nan
1965,1,0,0,0,0,0,0,0,0,0,nan
1966,1,0,0,0,0,0,0,0,0,0,nan
1967,1,0,0,0,0,0,0,0,0,0,nan
1968,1,0,0,0,0,0,0,0,0,0,nan
1969,0,0,0,1,0,0,0,0,0,0,nan
1970,1,1,0,0,0,0,0,0,0,0,nan
1971,1,0,0,0,1,0,0,0,0,0,nan
1972,1,0,0,0,0,0,0,0,0,0,nan
1973,0,0,0,1,0,0,0,0,0,0,nan
1974,1,0,1,0,1,0,0,0,0,0,nan
1975,1,0,0,0,0,0,0,0,0,0,nan
1976,1,0,0,0,0,0,0,0,0,0,nan
1977,1,0,0,0,0,0,0,0,0,0,nan
1978,1,0,0,0,0,0,0,0,0,0,nan
1979,0,0,0,1,0,0,0,0,0,0,nan
1980,1,0,1,0,0,0,0,0,0,0,nan
1981,1,0,0,0,1,0,0,0,0,0,nan
1982,0,0,0,1,0,0,0,0,0,0,nan
1983,1,0,0,0,0,0,0,0,0,0,nan
1984,1,0,0,0,0,0,0,0,0,0,nan
1985,1,0,0,0,0,0,0,0,0,0,nan
1986,1,0,0,0,0,0,0,0,0,0,nan
1987,1,0,0,0,0,0,0,0,0,0,nan
1988,1,1,0,0,0,0,0,0,0,0,nan
1989,1,0,0,0,0,0,0,0,0,0,nan
1990,1,0,0,0,0,0,0,0,0,0,nan
1991,1,0,0,0,0,0,0,0,0,0,nan
1992,1,0,1,0,0,0,0,0,0,0,nan
1993,1,0,0,0,0,0,0,0,0,0,nan
1994,1,0,0,0,1,0,0,0,0,0,nan
1995,1,0,0,0,0,0,0,0,0,0,nan
1996,1,0,0,0,0,0,0,0,0,0,nan
1997,1,0,0,0,0,0,0,0,0,0,nan
1998,0,0,0,1,0,0,0,0,0,0,nan
1999,1,0,0,0,0,0,0,0,0,0,nan
2000,1,0,0,0,0,0,0,0,0,0,nan
2001,1,0,0,0,0,0,0,0,0,0,nan
2002,1,0,0,0,0,0,0,0,0,0,nan
2003,0,0,0,1,0,0,0,0,0,0,nan
2004,0,0,0,1,0,0,0,0,0,0,nan
2005,0,0,0,1,0,0,0,0,0,0,nan
2006,0,0,0,0,0,0,1,0,0,0,text
2007,1,0,0,0,0,0,0,0,0,0,nan
2008,0,0,0,0,0,0,1,0,0,0,text
2009,1,1,0,0,0,0,0,0,0,0,nan
2010,1,0,0,0,0,0,0,0,0,0,nan
2011,1,0,0,0,0,0,0,0,0,0,nan
2012,1,0,0,0,0,0,0,0,0,0,nan
2013,1,0,0,0,0,0,0,0,0,0,nan
2014,1,0,0,0,0,0,0,0,0,0,nan
2015,1,0,0,0,0,0,0,0,0,0,nan
2016,1,0,0,0,0,0,0,0,0,0,nan
2017,1,0,0,0,0,0,0,0,0,0,nan
2018,1,0,0,0,0,0,0,0,0,0,nan
2019,1,0,0,0,0,0,0,0,0,0,nan
2020,1,1,0,0,0,0,0,0,0,0,nan
2021,1,0,0,0,0,0,0,0,0,0,nan
2022,1,0,0,0,1,0,0,0,0,0,nan
2023,1,0,0,0,1,0,0,0,0,0,nan
2024,1,0,0,0,0,0,0,0,0,0,nan
2025,1,0,0,0,0,0,0,0,0,0,nan
2026,1,0,0,0,0,0,0,0,0,0,nan
2027,1,0,0,0,0,0,0,0,0,0,nan
2028,1,0,0,0,0,0,0,0,0,0,nan
2029,0,1,0,1,0,0,0,0,0,0,nan
2030,1,1,0,0,0,0,0,0,0,0,nan
2031,1,0,0,0,0,0,0,0,0,0,nan
2032,1,0,0,0,0,0,0,0,0,0,nan
2033,1,1,0,0,0,0,0,0,0,0,nan
2034,1,0,0,0,1,0,0,0,0,0,nan
2035,0,1,0,1,0,0,0,0,0,0,nan
2036,1,0,0,0,0,0,0,0,0,0,nan
2037,1,0,0,0,0,0,0,0,0,0,nan
2038,0,0,0,1,0,0,0,0,0,0,nan
2039,1,0,0,0,1,0,0,0,0,0,nan
2040,0,0,0,0,0,0,1,0,0,0,text
2041,1,0,0,0,0,0,0,0,0,0,nan
2042,1,0,0,0,1,0,0,0,0,0,nan
2043,1,0,0,0,0,0,0,0,0,0,nan
2044,0,0,0,1,0,0,0,0,0,0,nan
2045,0,0,0,1,0,0,0,0,0,0,nan
2046,1,0,0,0,0,0,0,0,0,0,nan
2047,1,0,0,0,0,0,0,0,0,0,nan
2048,1,0,0,0,0,0,0,0,0,0,nan
2049,1,0,0,0,0,0,0,0,0,0,nan
2050,1,0,0,0,1,0,0,0,0,0,nan
2051,1,0,0,0,0,0,0,0,0,0,nan
2052,0,0,0,1,0,0,0,0,0,0,nan
2053,0,0,0,1,0,0,0,0,0,0,nan
2054,0,0,0,1,0,0,0,0,0,0,nan
2055,1,0,0,0,1,0,0,0,0,0,nan
2056,1,0,0,0,0,0,0,0,0,0,nan
2057,1,0,0,0,1,0,0,0,0,0,nan
2058,1,0,0,0,0,0,0,0,0,0,nan
2059,0,0,0,1,0,0,0,0,0,0,nan
2060,1,0,0,0,1,0,0,0,0,0,nan
2061,0,0,0,1,0,0,0,0,0,0,nan
2062,1,0,0,0,0,0,0,0,0,0,nan
2063,1,0,0,0,0,0,0,0,0,0,nan
2064,1,0,0,0,0,0,0,0,0,0,nan
2065,1,0,0,0,0,0,0,0,0,0,nan
2066,1,0,0,0,0,0,0,0,0,0,nan
2067,1,0,0,0,1,0,0,0,0,0,nan
2068,1,0,0,0,0,0,0,0,0,0,nan
2069,1,0,0,0,1,0,0,0,0,0,nan
2070,1,0,0,0,0,0,0,0,0,0,nan
2071,1,0,0,0,0,0,0,0,0,0,nan
2072,1,0,0,0,0,0,0,0,0,0,nan
2073,1,0,0,0,0,0,0,0,0,0,nan
2074,1,0,0,0,1,0,0,0,0,0,nan
2075,0,0,0,1,0,0,0,0,0,0,nan
2076,0,0,0,1,0,0,0,0,0,0,nan
2077,1,0,0,0,0,0,0,0,0,0,nan
2078,1,0,0,0,0,0,0,0,0,0,nan
2079,1,0,0,0,1,0,0,0,0,0,nan
2080,0,0,1,1,0,0,0,0,0,0,nan
2081,0,0,0,1,0,0,0,0,0,0,nan
2082,0,0,0,1,1,0,0,0,0,0,nan
2083,1,0,0,0,0,0,0,0,0,0,nan
2084,1,0,0,0,1,0,0,0,0,0,nan
2085,0,0,0,1,0,0,0,0,0,0,nan
2086,1,0,0,0,0,0,0,0,0,0,nan
2087,0,0,0,1,0,0,0,0,0,0,nan
2088,1,0,0,0,0,0,0,0,0,0,nan
2089,1,0,0,0,0,0,0,0,0,0,nan
2090,1,0,0,0,0,0,0,0,0,0,nan
2091,1,0,0,0,0,0,0,0,0,0,nan
2092,1,0,0,0,0,0,0,0,0,0,nan
2093,0,0,0,1,1,0,0,0,0,0,nan
2094,1,0,0,0,0,0,0,0,0,0,nan
2095,1,0,0,0,0,0,0,0,0,0,nan
2096,1,0,0,0,0,0,0,0,0,0,nan
2097,0,1,0,1,0,0,0,0,0,0,nan
2098,1,0,0,0,0,0,0,0,0,0,nan
2099,1,0,0,1,0,0,0,0,0,0,nan
2100,1,0,0,0,1,0,0,0,0,0,nan
2101,1,0,0,0,0,0,0,0,0,0,nan
2102,1,0,0,0,0,0,0,0,0,0,nan
2103,1,0,0,0,0,0,0,0,0,0,nan
2104,1,0,0,0,1,0,0,0,0,0,nan
2105,1,0,0,0,1,0,0,0,0,0,nan
2106,1,0,0,0,0,0,0,0,0,0,nan
2107,0,0,0,1,0,0,0,0,0,0,nan
2108,0,1,0,1,0,0,0,0,0,0,nan
2109,1,0,0,0,0,0,0,0,0,0,nan
2110,1,0,0,0,1,0,0,0,0,0,nan
2111,1,0,0,0,0,0,0,0,0,0,nan
2112,1,0,0,0,0,0,0,0,0,0,nan
2113,1,0,0,0,0,0,0,0,0,0,nan
2114,0,0,0,1,0,0,0,0,0,0,nan
2115,0,0,0,1,0,0,0,0,0,0,nan
2116,0,0,0,1,0,0,0,0,0,0,nan
2117,1,0,0,0,0,0,0,0,0,0,nan
2118,0,0,0,0,0,1,0,0,0,0,nan
2119,1,0,0,0,0,0,0,0,0,0,nan
2120,1,0,0,0,0,0,0,0,0,0,nan
2121,1,0,1,1,1,0,0,0,0,0,nan
2122,1,0,0,0,1,0,0,0,0,0,nan
2123,1,0,0,0,0,0,0,0,0,0,nan
2124,1,0,0,0,0,0,0,0,0,0,nan
2125,1,0,0,0,0,0,0,0,0,0,nan
2126,0,0,0,1,0,0,0,0,0,0,nan
2127,1,0,0,1,0,0,0,0,0,0,nan
2128,0,0,0,1,0,0,0,0,0,0,nan
2129,0,0,0,0,0,0,1,0,0,0,text
2130,1,0,0,1,1,0,0,0,0,0,nan
2131,1,0,0,0,0,0,0,0,0,0,nan
2132,1,0,0,0,0,0,0,0,0,0,nan
2133,1,0,0,0,0,0,0,0,0,0,nan
2134,1,0,0,0,0,0,0,0,0,0,nan
2135,0,0,0,1,0,0,0,0,0,0,nan
2136,0,0,0,1,0,0,0,0,0,0,nan
2137,0,0,0,1,0,0,0,0,0,0,nan
2138,0,0,0,1,0,0,0,0,0,0,nan
2139,1,0,0,0,0,0,0,0,0,0,nan
2140,1,0,0,0,0,0,0,0,0,0,nan
2141,1,0,0,0,0,0,0,0,0,0,nan
2142,1,0,0,0,1,0,0,0,0,0,nan
2143,1,0,0,0,1,0,0,0,0,0,nan
2144,1,0,0,0,1,0,0,0,0,0,nan
2145,0,0,0,1,0,0,0,0,0,0,nan
2146,1,0,0,0,0,0,0,0,0,0,nan
2147,1,0,0,0,0,0,0,0,0,0,nan
2148,1,0,0,0,0,0,0,0,0,0,nan
2149,1,0,0,0,0,0,0,0,0,0,nan
2150,1,1,0,0,0,0,0,0,0,0,nan
2151,1,0,1,0,0,0,0,0,0,0,nan
2152,1,0,0,0,1,0,0,0,1,1,nan
2153,1,0,0,1,1,0,0,0,1,0,nan
2154,1,0,0,1,1,0,1,0,1,0,text
2155,1,0,1,0,1,0,0,1,0,0,nan
2156,1,0,0,0,0,0,0,0,0,0,nan
2157,1,0,0,0,1,0,0,0,1,0,nan
